id,Season,city,Date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,Team_win_id,venue,umpire1,umpire2,umpire3
535,IPL-2015,Delhi,2015-04-20 00:00:00,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,UT Yadav,8,Feroz Shah Kotla,SD Fry,CB Gaffaney,""
539,IPL-2015,Delhi,2015-04-23 00:00:00,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,37,0,SS Iyer,4,Feroz Shah Kotla,SD Fry,CK Nandan,""
543,IPL-2015,Delhi,2015-04-26 00:00:00,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,VR Aaron,13,Feroz Shah Kotla,M Erasmus,S Ravi,""
548,IPL-2015,Delhi,2015-05-01 00:00:00,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,9,NM Coulter-Nile,4,Feroz Shah Kotla,RK Illingworth,S Ravi,""
551,IPL-2015,Hyderabad,2015-05-02 00:00:00,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,22,0,DA Warner,14,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,K Srinivasan,""
564,IPL-2015,Hyderabad,2015-05-11 00:00:00,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,5,0,DA Warner,14,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,""
568,IPL-2015,Hyderabad,2015-05-15 00:00:00,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,1,Royal Challengers Bangalore,0,6,V Kohli,13,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,""
572,IPL-2015,Hyderabad,2015-05-17 00:00:00,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,9,MJ McClenaghan,9,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,K Srinath,""
518,IPL-2015,Kolkata,2015-04-08 00:00:00,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,M Morkel,8,Eden Gardens,S Ravi,C Shamshuddin,""
522,IPL-2015,Kolkata,2015-04-11 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,CH Gayle,13,Eden Gardens,S Ravi,C Shamshuddin,""
527,IPL-2015,Kolkata,2015-04-30 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,AD Russell,8,Eden Gardens,AK Chaudhary,M Erasmus,""
555,IPL-2015,Kolkata,2015-05-04 00:00:00,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,35,0,UT Yadav,8,Eden Gardens,AK Chaudhary,M Erasmus,""
545,IPL-2015,Kolkata,2015-05-07 00:00:00,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,13,0,PP Chawla,8,Eden Gardens,AK Chaudhary,M Erasmus,""
560,IPL-2015,Kolkata,2015-05-09 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,1,AD Russell,8,Eden Gardens,AK Chaudhary,HDPK Dharmasena,""
576,IPL-2015,Kolkata,2015-05-24 00:00:00,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,41,0,RG Sharma,9,Eden Gardens,HDPK Dharmasena,RK Illingworth,""
524,IPL-2015,Mumbai,2015-04-12 00:00:00,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,18,0,GJ Bailey,6,Wankhede Stadium,AK Chaudhary,K Srinivasan,""
530,IPL-2015,Mumbai,2015-04-17 00:00:00,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,6,A Nehra,1,Wankhede Stadium,AK Chaudhary,M Erasmus,""
541,IPL-2015,Mumbai,2015-04-25 00:00:00,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,20,0,SL Malinga,9,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,""
549,IPL-2015,Mumbai,2015-05-01 00:00:00,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,8,0,AT Rayudu,9,Wankhede Stadium,HDPK Dharmasena,CK Nandan,""
553,IPL-2015,Mumbai,2015-05-03 00:00:00,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,14,0,AM Rahane,11,Brabourne Stadium,HDPK Dharmasena,CB Gaffaney,""
556,IPL-2015,Mumbai,2015-05-05 00:00:00,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Mumbai Indians,0,5,Harbhajan Singh,9,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,""
558,IPL-2015,Mumbai,2015-05-07 00:00:00,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,7,0,EJG Morgan,14,Brabourne Stadium,JD Cloete,C Shamshuddin,""
562,IPL-2015,Mumbai,2015-05-10 00:00:00,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,39,0,AB de Villiers,13,Wankhede Stadium,JD Cloete,C Shamshuddin,""
567,IPL-2015,Mumbai,2015-05-14 00:00:00,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,5,0,HH Pandya,9,Wankhede Stadium,RK Illingworth,VA Kulkarni,""
570,IPL-2015,Mumbai,2015-05-16 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,9,0,SR Watson,11,Brabourne Stadium,RM Deshpande,RK Illingworth,""
573,IPL-2015,Mumbai,2015-05-19 00:00:00,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,KA Pollard,9,Wankhede Stadium,HDPK Dharmasena,RK Illingworth,""
520,IPL-2015,Pune,2015-04-10 00:00:00,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,26,0,JP Faulkner,11,Maharashtra Cricket Association Stadium,SD Fry,CB Gaffaney,""
528,IPL-2015,Pune,2015-04-15 00:00:00,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,0,Delhi Daredevils,0,5,MA Agarwal,4,Maharashtra Cricket Association Stadium,CB Gaffaney,K Srinath,""
532,IPL-2015,Pune,2015-04-18 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,AD Russell,8,Maharashtra Cricket Association Stadium,SD Fry,CK Nandan,""
574,IPL-2015,Pune,2015-05-20 00:00:00,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,71,0,AB de Villiers,13,Maharashtra Cricket Association Stadium,AK Chaudhary,C Shamshuddin,""
561,IPL-2015,Raipur,2015-05-09 00:00:00,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,6,0,MC Henriques,14,Shaheed Veer Narayan Singh International Stadium,VA Kulkarni,S Ravi,""
565,IPL-2015,Raipur,2015-05-12 00:00:00,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,6,Z Khan,4,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,VA Kulkarni,""
575,IPL-2015,Ranchi,2015-05-22 00:00:00,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,3,A Nehra,1,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,""
529,IPL-2015,Visakhapatnam,2015-04-16 00:00:00,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,AM Rahane,11,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,""
531,IPL-2015,Visakhapatnam,2015-04-18 00:00:00,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Delhi Daredevils,4,0,JP Duminy,4,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,""
537,IPL-2015,Visakhapatnam,2015-04-22 00:00:00,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Sunrisers Hyderabad,16,0,DA Warner,14,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RK Illingworth,VA Kulkarni,""
580,IPL-2016,Bangalore,2016-04-12 00:00:00,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Royal Challengers Bangalore,45,0,AB de Villiers,13,M Chinnaswamy Stadium,HDPK Dharmasena,VK Sharma,""
587,IPL-2016,Bangalore,2016-04-17 00:00:00,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,Q de Kock,4,M Chinnaswamy Stadium,VA Kulkarni,A Nand Kishore,""
606,IPL-2016,Bangalore,2016-05-02 00:00:00,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,AD Russell,8,M Chinnaswamy Stadium,M Erasmus,S Ravi,""
611,IPL-2016,Bangalore,2016-05-07 00:00:00,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,V Kohli,13,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,""
617,IPL-2016,Bangalore,2016-05-11 00:00:00,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KH Pandya,9,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,""
620,IPL-2016,Bangalore,2016-05-14 00:00:00,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,144,0,AB de Villiers,13,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,""
626,IPL-2016,Bangalore,2016-05-18 00:00:00,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,1,Royal Challengers Bangalore,82,0,V Kohli,13,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,""
633,IPL-2016,Bangalore,2016-05-24 00:00:00,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,13,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,""
636,IPL-2016,Bangalore,2016-05-29 00:00:00,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,8,0,BCJ Cutting,14,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,""
579,IPL-2016,Chandigarh,2016-04-11 00:00:00,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,5,AJ Finch,5,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,VA Kulkarni,""
586,IPL-2016,Chandigarh,2016-04-17 00:00:00,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,bat,normal,0,Kings XI Punjab,0,6,M Vohra,6,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,""
589,IPL-2016,Chandigarh,2016-04-19 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,RV Uthappa,8,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,""
597,IPL-2016,Chandigarh,2016-04-25 00:00:00,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,25,0,PA Patel,9,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,RJ Tucker,""
612,IPL-2016,Chandigarh,2016-05-07 00:00:00,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,9,0,MP Stoinis,6,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,CK Nandan,""
615,IPL-2016,Chandigarh,2016-05-09 00:00:00,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,1,0,SR Watson,13,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,""
622,IPL-2016,Chandigarh,2016-05-15 00:00:00,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,7,HM Amla,14,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,""
583,IPL-2016,Delhi,2016-04-15 00:00:00,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,A Mishra,4,Feroz Shah Kotla,S Ravi,C Shamshuddin,""
593,IPL-2016,Delhi,2016-04-23 00:00:00,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,10,0,SV Samson,4,Feroz Shah Kotla,S Ravi,C Shamshuddin,""
599,IPL-2016,Delhi,2016-04-27 00:00:00,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Gujarat Lions,1,0,CH Morris,5,Feroz Shah Kotla,M Erasmus,S Ravi,""
602,IPL-2016,Delhi,2016-04-30 00:00:00,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Daredevils,27,0,CR Brathwaite,4,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,""
609,IPL-2016,Delhi,2016-05-05 00:00:00,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,0,Rising Pune Supergiants,0,7,AM Rahane,12,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,""
634,IPL-2016,Delhi,2016-05-25 00:00:00,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,22,0,MC Henriques,14,Feroz Shah Kotla,M Erasmus,C Shamshuddin,""
635,IPL-2016,Delhi,2016-05-27 00:00:00,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,4,DA Warner,14,Feroz Shah Kotla,M Erasmus,CK Nandan,""
584,IPL-2016,Hyderabad,2016-04-16 00:00:00,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,8,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,""
588,IPL-2016,Hyderabad,2016-04-18 00:00:00,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,DA Warner,14,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VK Sharma,""
594,IPL-2016,Hyderabad,2016-04-23 00:00:00,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,Mustafizur Rahman,14,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,""
598,IPL-2016,Hyderabad,2016-04-26 00:00:00,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,34,0,AB Dinda,12,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,CK Nandan,""
603,IPL-2016,Hyderabad,2016-04-30 00:00:00,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,15,0,DA Warner,14,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,""
610,IPL-2016,Hyderabad,2016-05-06 00:00:00,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,B Kumar,14,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,""
618,IPL-2016,Hyderabad,2016-05-12 00:00:00,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,CH Morris,4,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,M Erasmus,""
627,IPL-2016,Kanpur,2016-05-19 00:00:00,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,5,Green Park,AK Chaudhary,CK Nandan,""
630,IPL-2016,Kanpur,2016-05-21 00:00:00,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,SK Raina,5,Green Park,AK Chaudhary,CK Nandan,""
578,IPL-2016,Kolkata,2016-04-10 00:00:00,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,AD Russell,8,Eden Gardens,S Ravi,C Shamshuddin,""
581,IPL-2016,Kolkata,2016-04-13 00:00:00,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,9,Eden Gardens,Nitin Menon,S Ravi,""
608,IPL-2016,Kolkata,2016-05-04 00:00:00,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,7,0,AD Russell,8,Eden Gardens,AK Chaudhary,HDPK Dharmasena,""
614,IPL-2016,Kolkata,2016-05-08 00:00:00,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,5,P Kumar,5,Eden Gardens,M Erasmus,RJ Tucker,""
621,IPL-2016,Kolkata,2016-05-14 00:00:00,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,normal,1,Kolkata Knight Riders,0,8,YK Pathan,8,Eden Gardens,A Nand Kishore,BNJ Oxenford,""
624,IPL-2016,Kolkata,2016-05-16 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,V Kohli,13,Eden Gardens,CB Gaffaney,A Nand Kishore,""
631,IPL-2016,Kolkata,2016-05-22 00:00:00,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,22,0,YK Pathan,8,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,""
577,IPL-2016,Mumbai,2016-04-09 00:00:00,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,normal,0,Rising Pune Supergiants,0,9,AM Rahane,12,Wankhede Stadium,HDPK Dharmasena,CK Nandan,""
585,IPL-2016,Mumbai,2016-04-16 00:00:00,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,3,AJ Finch,5,Wankhede Stadium,HDPK Dharmasena,VK Sharma,""
590,IPL-2016,Mumbai,2016-04-20 00:00:00,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,9,Wankhede Stadium,AK Chaudhary,CK Nandan,""
600,IPL-2016,Mumbai,2016-04-28 00:00:00,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,9,Wankhede Stadium,Nitin Menon,RJ Tucker,""
592,IPL-2016,Pune,2016-04-22 00:00:00,Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,0,Royal Challengers Bangalore,13,0,AB de Villiers,13,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,""
596,IPL-2016,Pune,2016-04-24 00:00:00,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,2,SA Yadav,8,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,""
601,IPL-2016,Pune,2016-04-29 00:00:00,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,3,DR Smith,5,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,""
605,IPL-2016,Pune,2016-05-01 00:00:00,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RG Sharma,9,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,""
628,IPL-2016,Raipur,2016-05-20 00:00:00,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,KK Nair,4,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,""
632,IPL-2016,Raipur,2016-05-22 00:00:00,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,V Kohli,13,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,""
582,IPL-2016,Rajkot,2016-04-14 00:00:00,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,bat,normal,0,Gujarat Lions,0,7,AJ Finch,5,Saurashtra Cricket Association Stadium,VA Kulkarni,CK Nandan,""
591,IPL-2016,Rajkot,2016-04-21 00:00:00,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,B Kumar,14,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,""
595,IPL-2016,Rajkot,2016-04-24 00:00:00,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,0,Gujarat Lions,0,6,V Kohli,5,Saurashtra Cricket Association Stadium,K Bharatan,BNJ Oxenford,""
604,IPL-2016,Rajkot,2016-05-01 00:00:00,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,23,0,AR Patel,6,Saurashtra Cricket Association Stadium,BNJ Oxenford,VK Sharma,""
607,IPL-2016,Rajkot,2016-05-03 00:00:00,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,RR Pant,4,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,""
613,IPL-2016,Visakhapatnam,2016-05-08 00:00:00,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,85,0,A Nehra,14,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin,""
616,IPL-2016,Visakhapatnam,2016-05-10 00:00:00,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,A Zampa,14,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CB Gaffaney,VK Sharma,""
619,IPL-2016,Visakhapatnam,2016-05-13 00:00:00,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,7,MP Stoinis,6,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,""
623,IPL-2016,Visakhapatnam,2016-05-15 00:00:00,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,80,0,KH Pandya,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,""
625,IPL-2016,Visakhapatnam,2016-05-17 00:00:00,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,1,Rising Pune Supergiants,19,0,AB Dinda,12,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,""
629,IPL-2016,Visakhapatnam,2016-05-21 00:00:00,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,bat,normal,0,Rising Pune Supergiants,0,4,MS Dhoni,12,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,""
5,IPL-2017,Bangalore,2017-04-08 00:00:00,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15,0,KM Jadhav,13,M Chinnaswamy Stadium,"","",""
12,IPL-2017,Bangalore,2017-04-14 00:00:00,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,KA Pollard,9,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,""
17,IPL-2017,Bangalore,2017-04-16 00:00:00,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiants,27,0,BA Stokes,,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,""
30,IPL-2017,Bangalore,2017-04-27 00:00:00,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,5,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,""
42,IPL-2017,Bangalore,2017-05-05 00:00:00,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,19,0,Sandeep Sharma,6,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,""
45,IPL-2017,Bangalore,2017-05-07 00:00:00,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,8,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,""
57,IPL-2017,Bangalore,2017-05-17 00:00:00,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0,7,NM Coulter-Nile,8,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,""
58,IPL-2017,Bangalore,2017-05-19 00:00:00,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KV Sharma,9,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,""
32,IPL-2017,Chandigarh,2017-04-28 00:00:00,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,26,0,Rashid Khan,14,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,""
35,IPL-2017,Chandigarh,2017-04-30 00:00:00,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,10,Sandeep Sharma,6,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,""
46,IPL-2017,Chandigarh,2017-05-07 00:00:00,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,5,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,""
48,IPL-2017,Chandigarh,2017-05-09 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,14,0,MM Sharma,6,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,""
